0.5 288.0 342.8 370.0 376.5 419.3 381.2 355.4 342.3 288.0 321.2 289.7 370.0 336.4 337.7 340.2 400.0 360.5 348.8 310.5 180
0.51 288.6 344.5 370.6 372.4 419.2 380.4 358.8 347.1 287.5 322.8 288.7 370.6 340.1 339.5 344.3 400.0 364.5 341.6 310.3 180
0.52 289.1 341.6 370.4 372.7 416.2 381.6 355.2 344.5 285.1 325.9 286.6 370.4 341.1 340.3 340.7 400.0 360.2 348.0 312.1 180
0.53 289.4 344.9 370.0 377.6 413.4 384.5 357.4 345.2 283.5 321.5 286.2 370.1 339.4 339.1 343.2 400.0 364.6 344.2 315.4 180
0.54 290.0 342.8 370.1 375.8 414.5 385.3 357.4 347.0 283.6 321.4 288.4 370.2 341.2 340.1 343.2 400.0 362.5 347.0 318.1 180
0.55 289.9 345.0 370.7 373.0 417.4 383.0 356.6 343.2 285.3 321.1 289.9 370.2 340.1 342.1 342.3 400.0 360.8 346.8 318.1 180
0.56 289.9 343.0 370.1 375.3 419.3 381.5 359.1 348.6 287.1 326.4 290.0 370.1 340.6 339.7 345.0 400.0 367.3 344.8 314.9 180
0.57 289.9 345.2 370.0 378.2 419.2 381.4 355.4 341.2 288.2 322.9 290.0 370.0 341.2 341.4 342.3 400.0 361.7 348.4 311.4 180
0.58 290.7 343.4 370.6 377.8 416.2 383.1 358.9 349.6 287.7 321.7 290.0 370.5 339.2 339.4 345.6 400.0 363.0 344.0 310.8 180
0.59 291.0 344.3 370.5 374.3 413.4 385.1 355.1 341.4 285.2 321.0 289.9 370.2 341.6 340.6 343.1 400.0 366.1 349.0 313.0 190
0.6 290.1 344.0 370.0 374.4 414.5 385.4 357.4 348.6 283.4 323.7 289.6 370.0 340.0 341.9 345.1 400.0 361.5 343.1 316.3 180
0.61 290.3 343.7 370.2 377.9 417.4 383.7 357.4 343.0 283.5 325.0 288.8 370.3 340.9 340.0 343.6 400.0 364.4 348.8 318.3 180
0.62 291.0 345.0 371.3 378.4 419.3 381.6 356.6 346.9 285.5 321.4 288.7 370.3 339.8 341.6 343.9 400.0 365.2 343.5 317.5 180
0.63 290.5 343.3 370.0 375.5 419.2 381.3 359.1 344.9 287.2 321.2 291.1 370.0 340.7 340.1 344.8 400.0 361.4 348.7 314.6 180
0.64 290.1 344.6 370.0 375.8 416.2 382.8 355.4 344.9 288.3 321.7 290.5 370.3 340.7 340.7 343.5 400.0 367.1 343.7 311.7 190
0.65 290.5 342.9 371.5 377.7 413.4 385.0 358.9 346.9 287.9 326.5 290.1 370.6 341.8 340.3 344.8 400.0 364.6 347.7 311.1 180
0.66 290.4 344.5 370.6 378.5 414.5 386.3 355.1 343.0 286.3 321.8 290.1 370.3 340.2 340.8 343.1 400.0 361.4 345.4 314.4 180
0.67 290.3 343.1 370.0 377.4 417.4 383.9 357.4 349.0 284.3 321.4 290.0 370.0 341.3 340.5 345.2 400.0 367.9 346.1 317.3 180
0.68 290.7 344.6 370.4 374.6 419.3 382.0 357.4 341.4 284.3 320.9 290.0 370.9 341.0 342.2 343.1 400.0 363.5 346.1 318.5 180
0.69 291.0 343.5 370.8 377.2 419.2 381.9 356.7 349.4 286.0 325.5 289.9 370.1 340.3 340.7 344.6 400.0 363.6 344.7 316.5 180
0.7 291.1 343.8 370.1 378.4 416.2 382.9 359.1 341.9 287.4 324.2 289.8 370.1 342.3 342.3 343.1 400.0 366.8 347.2 313.7 190
0.71 291.0 343.5 370.0 377.5 413.4 385.1 355.4 349.1 288.3 321.8 290.4 370.4 339.9 340.7 343.5 400.0 363.0 343.8 311.6 180
0.72 290.4 343.5 370.7 375.7 414.5 386.2 358.9 343.4 288.5 321.3 290.4 370.2 343.3 340.7 344.1 400.0 365.1 347.6 312.9 180
0.73 290.7 343.7 370.1 376.4 417.4 384.6 355.1 347.8 287.5 323.3 289.8 370.0 340.3 342.2 342.8 400.0 366.8 342.5 315.8 180
0.74 290.7 343.7 370.0 378.4 419.3 382.5 357.4 345.2 285.6 326.2 290.3 370.0 341.4 340.3 344.8 400.0 361.7 347.6 317.7 180
0.75 290.5 344.3 370.8 378.8 419.2 381.8 357.4 345.1 284.9 321.5 290.1 371.2 340.8 342.9 343.2 400.0 365.1 343.0 318.4 190
0.76 290.3 343.5 370.5 376.6 416.2 382.3 356.7 347.1 285.4 321.5 290.1 370.0 341.1 340.1 344.5 400.0 365.4 347.4 315.2 180
0.77 290.6 343.8 370.0 374.8 413.4 385.0 359.1 343.8 286.8 321.5 290.0 370.0 341.5 341.9 343.1 400.0 361.6 344.2 312.8 180
0.78 290.3 343.0 370.6 378.0 414.5 385.8 355.4 348.7 287.6 326.4 290.0 370.5 340.5 340.4 344.4 400.0 365.8 347.1 311.4 180
0.79 290.5 344.1 370.4 378.4 417.4 385.6 358.9 341.6 288.1 322.7 290.1 370.2 342.4 341.1 343.5 400.0 363.7 345.6 313.9 180
0.8 291.7 342.9 370.0 377.4 419.3 382.7 355.1 349.1 287.4 321.5 289.6 370.1 340.3 340.7 343.5 400.0 362.8 345.5 316.6 180
0.81 291.2 344.3 370.1 375.6 419.2 381.6 357.4 341.4 285.8 321.2 289.7 370.1 342.1 340.1 344.4 400.0 366.1 347.0 318.3 190
0.82 290.6 342.7 370.7 376.8 416.2 382.5 357.4 348.6 284.5 324.3 290.6 370.5 340.3 342.0 343.1 400.0 363.3 344.4 316.9 180
0.83 290.6 344.2 370.1 378.5 413.4 384.5 356.7 342.2 284.4 324.9 290.6 370.2 340.9 340.7 344.2 400.0 362.9 348.1 313.8 180
0.84 290.8 343.0 370.0 377.8 414.5 385.5 359.1 347.6 285.3 321.3 289.9 369.9 341.1 341.9 343.1 400.0 366.1 344.3 312.5 180
0.85 290.3 343.9 370.6 375.3 417.4 385.6 355.4 344.9 287.0 321.3 290.2 369.9 341.5 340.4 343.8 400.0 362.2 348.4 312.0 180
0.86 290.5 343.4 370.5 376.2 419.3 382.8 358.9 345.6 288.0 322.5 289.9 370.3 341.1 341.2 343.3 400.0 364.4 344.6 315.0 190
0.87 290.1 343.7 370.0 378.4 419.2 381.8 355.1 346.2 287.8 326.4 290.0 370.1 342.0 341.6 343.3 400.0 365.7 348.3 317.5 180
0.88 290.2 343.9 370.2 378.1 416.2 382.4 357.4 343.1 286.5 321.7 290.0 370.7 341.7 341.0 343.7 400.0 362.3 344.5 317.8 180
0.89 290.3 342.3 371.3 376.7 413.4 383.0 357.4 348.5 285.0 321.6 289.6 370.4 340.7 340.9 342.9 400.0 365.3 347.2 316.2 180
0.9 290.1 344.4 370.0 375.9 414.5 385.2 356.7 342.1 285.1 321.7 289.8 370.0 341.3 341.0 344.6 400.0 364.7 345.9 313.1 180
0.91 291.0 342.8 370.0 377.5 417.4 385.1 359.1 349.0 285.6 325.4 289.6 370.6 340.5 341.7 343.0 400.0 362.4 345.7 312.0 180
0.92 291.4 345.5 371.5 378.1 419.3 383.1 355.4 342.0 286.9 324.0 290.1 370.3 341.6 341.1 344.1 400.0 365.5 346.5 312.6 190
0.93 291.2 342.3 370.6 376.8 419.2 382.0 358.9 349.1 287.9 321.5 289.6 370.2 340.8 340.7 343.7 400.0 363.9 345.0 316.6 180
0.94 290.3 344.8 370.0 375.8 416.2 382.2 355.1 342.5 288.4 321.4 289.6 370.1 341.6 340.9 343.4 400.0 363.3 347.3 317.7 180
0.95 290.7 342.5 370.4 377.3 413.4 383.4 357.4 347.6 287.1 324.2 289.9 371.7 340.8 341.7 344.2 400.0 366.5 344.7 317.6 180
0.96 290.1 344.0 370.8 377.9 414.5 385.4 357.4 344.5 285.7 325.5 290.3 370.1 341.8 341.0 343.6 400.0 362.9 347.0 314.9 180
0.97 290.3 343.0 370.1 377.5 417.4 385.3 356.7 345.9 285.1 321.1 290.0 370.0 340.2 341.3 344.9 400.0 363.6 344.3 312.5 190
0.98 290.3 343.4 370.0 376.3 419.3 383.7 359.1 346.9 285.6 321.3 289.8 370.5 340.4 340.5 342.8 400.0 365.7 347.0 313.0 180
0.99 290.4 344.7 370.7 377.0 419.2 382.4 355.4 344.3 286.7 321.7 289.9 370.2 341.1 341.6 345.2 400.0 363.3 344.7 313.7 180
