0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.01 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.02 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.03 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.04 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.05 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.07 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.08 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.09 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.17 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.18 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.19 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.21 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.22 10 10 10 10 10 10 10 10 10 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.23 30 30 30 30 20 20 20 30 20 30 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.24 50 50 50 60 30 40 40 50 40 60 0 0 0 0 0 0 20 0 0 0 0 0 0 0 0 0 0 0 0 0
0.25 70 70 80 90 50 60 70 80 60 90 0 0 0 10 0 0 50 0 0 0 10 0 0 10 0 0 0 10 0 10
0.26 100 90 110 120 60 80 90 110 80 120 0 0 0 30 0 0 80 0 0 0 20 10 20 20 0 0 0 30 0 40
0.27 120 120 130 150 70 100 120 140 110 150 0 0 0 50 20 0 120 0 10 10 40 30 40 40 0 0 20 50 0 60
0.28 150 140 160 180 90 120 150 170 130 180 0 10 20 70 40 10 150 0 30 30 70 50 70 50 0 10 40 70 0 90
0.29 180 170 200 220 100 140 180 210 160 220 0 30 40 90 60 30 190 0 50 40 90 70 100 70 10 20 60 100 0 120
0.3 210 200 230 260 120 170 210 240 180 260 0 40 60 120 90 60 230 10 70 70 120 90 130 100 30 30 90 130 0 150
0.31 230 220 260 290 120 170 230 280 200 290 0 70 80 140 120 90 260 20 90 90 150 120 160 120 50 30 120 160 0 190
0.32 240 220 270 310 110 160 250 300 200 320 0 90 110 170 140 110 300 30 110 110 180 140 190 130 70 30 140 200 0 220
